type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensemble-centralities:df_node_similarity,3,50,0.30000000000000004,114.0,12.0,9.602384090423584,36.0,56.666666666666664,0.0,19,1064,151,131,1345,0.12666666666666668,0.8903765690376569,0.11176470588235295,0.8052044609665427,0.11875000000000001
centrality-cm:betweenness:leiden,1,5,0.4,8.0,13.0,0.04691267013549805,2.0,52.0,1.0,3,215,49,2,222,0.6,0.9907834101382489,0.057692307692307696,0.9819819819819819,0.10526315789473685
centrality-cm:betweenness:df_node_similarity,1,5,0.4,5.0,10.0,0.43967485427856445,4.0,37.0,0.0,2,214,35,3,222,0.4,0.9861751152073732,0.05405405405405406,0.972972972972973,0.09523809523809523
rumor:leiden,1,5,0.4,8.0,13.0,0.11752486228942871,5.0,36.0,2.0,2,214,34,3,222,0.4,0.9861751152073732,0.05555555555555555,0.972972972972973,0.09756097560975609
rumor:df_node_similarity,1,5,0.4,5.0,10.0,0.5379447937011719,4.0,24.0,0.0,2,214,22,3,222,0.4,0.9861751152073732,0.08333333333333333,0.972972972972973,0.13793103448275862
jordan:leiden,1,5,0.4,8.0,13.0,0.05402660369873047,2.0,104.0,2.0,4,216,100,1,222,0.8,0.9953917050691244,0.038461538461538464,0.990990990990991,0.07339449541284404
jordan:df_node_similarity,1,5,0.4,5.0,10.0,0.4356365203857422,3.0,78.0,0.0,3,215,75,2,222,0.6,0.9907834101382489,0.038461538461538464,0.9819819819819819,0.07228915662650603
netsleuth-cm:leiden,1,5,0.4,7.0,12.0,0.029976367950439453,9.0,24.0,2.0,0,212,24,5,222,0.0,0.9769585253456221,0.0,0.954954954954955,0
netsleuth-cm:df_node_similarity,1,5,0.4,5.0,10.0,0.4072713851928711,9.0,23.0,0.0,1,213,22,4,222,0.2,0.9815668202764977,0.043478260869565216,0.963963963963964,0.07142857142857142
ensemble:leiden,1,5,0.4,7.0,12.0,0.20044589042663574,3.0,57.0,2.0,3,215,54,2,222,0.6,0.9907834101382489,0.05263157894736842,0.9819819819819819,0.09677419354838708
ensemble:df_node_similarity,1,5,0.4,5.0,10.0,1.7556383609771729,3.0,39.0,0.0,3,215,36,2,222,0.6,0.9907834101382489,0.07692307692307693,0.9819819819819819,0.13636363636363635
ensemble-centralities:leiden,1,5,0.4,9.0,14.0,0.06519150733947754,2.0,69.0,2.0,4,216,65,1,222,0.8,0.9953917050691244,0.057971014492753624,0.990990990990991,0.1081081081081081
ensemble-centralities:df_node_similarity,1,5,0.4,5.0,10.0,1.226478099822998,4.0,53.0,0.0,2,214,51,3,222,0.4,0.9861751152073732,0.03773584905660377,0.972972972972973,0.06896551724137931
centrality-cm:betweenness:leiden,3,50,0.4,100.0,16.666666666666668,0.26012206077575684,51.666666666666664,67.33333333333333,4.0,28,1073,174,122,1345,0.18666666666666668,0.897907949790795,0.13861386138613863,0.8185873605947955,0.15909090909090912
centrality-cm:betweenness:df_node_similarity,3,50,0.4,114.0,12.0,3.356105009714762,20.0,50.0,0.0,17,1062,133,133,1345,0.11333333333333333,0.8887029288702929,0.11333333333333333,0.8022304832713755,0.11333333333333333
rumor:leiden,3,50,0.4,100.0,16.666666666666668,0.39841628074645996,0.0,39.333333333333336,2.0,15,1060,103,135,1345,0.1,0.8870292887029289,0.1271186440677966,0.7992565055762082,0.11194029850746269
rumor:df_node_similarity,3,50,0.4,114.0,12.0,3.6082473595937095,0.0,24.666666666666668,0.0,10,1055,64,140,1345,0.06666666666666667,0.8828451882845189,0.13513513513513514,0.79182156133829,0.08928571428571429
jordan:leiden,3,50,0.4,97.0,17.666666666666668,0.3148156801859538,17.666666666666668,272.0,2.0,97,1142,719,53,1345,0.6466666666666666,0.9556485355648535,0.11887254901960784,0.9211895910780669,0.20082815734989648
jordan:df_node_similarity,3,50,0.4,114.0,12.0,3.445535659790039,34.0,173.66666666666666,0.0,58,1103,463,92,1345,0.38666666666666666,0.9230125523012552,0.11132437619961612,0.8631970260223049,0.17287630402384502
netsleuth-cm:leiden,3,50,0.4,102.0,16.0,0.12539291381835938,0.0,40.0,0.0,12,1057,108,138,1345,0.08,0.8845188284518829,0.1,0.7947955390334572,0.08888888888888889
netsleuth-cm:df_node_similarity,3,50,0.4,114.0,12.0,3.1919524669647217,0.0,30.666666666666668,0.0,9,1054,83,141,1345,0.06,0.8820083682008368,0.09782608695652174,0.7903345724907063,0.07438016528925621
